block_num,transaction_index,transaction_hash,from_address,to_address,gas_price,success,dex_name,dex_version,token_bought_symbol,token_sold_symbol,token_pair,token_bought_amount,token_sold_amount,token_bought_address,token_sold_address,project_contract_address,sources,timestamp_ms,inclusion_delay_ms
15596645,2,0x517eb6fc2de470c8ecacd5e2c2cb592ec837540494c6d60dc3c24cf049f20c78,0xfd54078badd5653571726c3370afb127351a6f26,0xf8d8fba74f7745ec943e841f52245d9c407d0b88,32880390700,true,,,,,,,,,,,,,
15596645,28,0x828390facdd6238317b2827c260cec297a674b2e021d37cdf80e1dc0564479be,0xbea8b72a7a11793690459d09619ab02526395fec,0xfbddadd80fe7bda00b901fbaf73803f2238ae655,19101735936,true,,,,,,,,,,,,,
15596645,15,0x626c781a09ffe0332725137bb4060e8e9b4686ab2d55daf8e2fbd5bab3a20253,0xeb892e854847ece999e3f4730be76f8402aa59a8,0xdac17f958d2ee523a2206206994597c13d831ec7,19101735936,true,,,,,,,,,,,,,
15596645,8,0x8c91a1399f945c4b92eb335796c0869caa2c211e15c4382203760925a3788cab,0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,0xd39b3ccf9ecac0c8013ea30700dea9c6c539ae49,19601735936,true,,,,,,,,,,,,,
15596645,5,0xe7e3e84bc89796474243261e33316b63e18fb99a6c9aa725d8e650ac5f6ba11e,0x8ea89a7e3528242dfc3c26519c5a1cdf2ace5e16,0xc8df9479d31994eba04c38c947478f0d674ad700,20101735936,true,,,,,,,,,,,,,
15596645,10,0x245689a467c9ad9fa1c56ce626364f7a8c8af73d0c803b88dbc85cf9ebb7137f,0x012b18b79d8b276b052f9ad4bda3cc3c3c44c3de,0x00000000006c3852cbef3e08e8df289169ede581,19101735936,true,,,,,,,,,,,,,
15596645,4,0xa98c6019e840ba6677009ff09b570702ac8941fa2139e16f64d4ea16c68eb081,0x328b40a51b34c7e50b575732451b4161e6444d68,0x00000000006c3852cbef3e08e8df289169ede581,20601735936,true,,,,,,,,,,,,,
15596645,12,0x8ea20b95a3a8a8f1a22729f9a17e97664b305beab532e65dcf3f379d517a8ae7,0xe0dc1a6c5f8a4264c45c0e033af411dddb16f03a,0x74312363e45dcaba76c59ec49a7aa8a65a67eed3,19101735936,true,,,,,,,,,,,,,
15596645,22,0x94ea8cf311bc33498f873ff0a25eaf29aba345dd41277d70fc30cf136458447f,0x662389b45da0632f7a7d3a68d172cd70af679c46,0x72d47d4d24018ec9048a9b0ae226f1c525b7e794,19101735936,false,,,,,,,,,,,,,
15596645,6,0x63b290f14951039d6b133edf8313390147db9e152c4a1bf370448ce85613cf6b,0xd9b392155a493e5813ede4343a194b5b615cd096,0x3fca1c7ce319bb83e02c4e0bd60961cb4d0481b1,19602843413,true,,,,,,,,,,,,,
15596645,9,0xd529131429a074b4989d027be59186f77f0b0a0ad12c0a64b56779d7677b1632,0x5d515a4185989c66ee9165cfa15aadfedc3bbc38,0x63e7a12c0ffa37788f9e951203f193983d7bd98a,19266023812,true,,,,,,,,,,,,,
15596645,20,0xe73620086a6ae691bc768a33eeaa4d60a5a7936cff8f026cc170cbf4d0ac2c48,0xb5ed3cc5c2a78fad56ff5debf2787cfbde9a6a0a,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,19101735936,true,,,,,,,,,,,,,
15596645,27,0xd2d57bcf8865370c09f9cc94e97d44aa4d9ae228f24481d84f8f3635ce27ff01,0x3b2f2873897c77b0989a8daf53575a043155821b,0x0e32cee0445413e118b14d02e0409303d338487a,19101735936,true,,,,,,,,,,,,,
