block_hash,author,block_number,gas_used,extra_data,timestamp,base_fee_per_gas,chain_id
0xcd4d1362fafe5b860ebfe43830f17448074bbf8e60ef50926ffa849b25fd176a,0x4675c7e5baafbffbca748158becba61ef3b0a263,15596644,16449392,0x,1663943327,17391674652,1
